,Track name, Artist name, Album, Playlist name, Type, ISRC,category
810,Silly Love Songs - 2014 Remaster,Wings,Wings At The Speed Of Sound (Archive Collection),hits,Playlist track,GBCCS1400019,Hit
811,Don't Go Breaking My Heart,Elton John,Rock Of The Westies,hits,Playlist track,GBALX7600007,Hit
812,Disco Lady,Johnnie Taylor,Eargasm,hits,Playlist track,USSM17500504,Hit
813,Play That Funky Music,Wild Cherry,Wild Cherry,hits,Playlist track,USSM19912699,Hit
814,Kiss and Say Goodbye,The Manhattans,The Manhattans (Expanded Version),hits,Playlist track,USSM17500583,Hit
815,50 Ways to Leave Your Lover,Paul Simon,Still Crazy After All These Years,hits,Playlist track,USSM11002304,Hit
816,Sara Smile,Daryl Hall & John Oates,Daryl Hall & John Oates (The Silver Album),hits,Playlist track,USRC17500581,Hit
817,I Write the Songs,Barry Manilow,Tryin' To Get The Feeling,hits,Playlist track,USAR17500139,Hit
818,Love Hangover,Diana Ross,Motown: ILYSM,hits,Playlist track,USMO17600377,Hit
819,Get Closer,Seals and Crofts,Get Closer,hits,Playlist track,USWB10100560,Hit
820,"More, More, More",Andrea True Connection,"More, More, More",hits,Playlist track,USA560619706,Hit
821,I Go to Extremes,Billy Joel,Storm Front,non_hits,Playlist track,USSM18900214,no Hit
822,Whip Appeal,Babyface,Tender Lover,non_hits,Playlist track,USSM19911515,no Hit
823,Oh Girl,Paul Young,Other Voices (Expanded Edition),non_hits,Playlist track,GBBBN9000002,no Hit
824,The Way That You Love Me,Paula Abdul,Forever Your Girl,non_hits,Playlist track,USVI28800030,no Hit
825,When I'm Back On My Feet Again,Michael Bolton,Michael Bolton The Very Best,non_hits,Playlist track,USSM18900018,no Hit
826,Make You Sweat,Keith Sweat,I'll Give All My Love to You,non_hits,Playlist track,USEE10100743,no Hit
827,This One's for the Children,New Kids On The Block,"Merry, Merry Christmas",non_hits,Playlist track,USSM18900402,no Hit
828,What It Takes,Aerosmith,Big Ones,non_hits,Playlist track,USIR10400838,no Hit
829,Forever,KISS,Hot In The Shade,non_hits,Playlist track,USIR20000528,no Hit
830,Just a Friend,Biz Markie,Biz's Baddest Beats: The Best of Biz Markie,non_hits,Playlist track,USRH10902676,no Hit
831,Without You,Mötley Crüe,Dr. Feelgood (Deluxe Version),non_hits,Playlist track,USBY29900216,no Hit
832,Swing The Mood,Jive Bunny and the Mastermixers,Jive Bunny And The Mastermixers The Biggest Party On The Planet,non_hits,Playlist track,GBCMJ9905669,no Hit
833,Mentirosa,Mellow Man Ace,Escape From Havana,non_hits,Playlist track,USCA28901408,no Hit
834,Nobody Told Me - Remastered 2010,John Lennon,Milk And Honey,non_hits,Playlist track,GBAYE1000908,no Hit
835,Church Of The Poison Mind,Culture Club,At Worst...The Best Of Boy George And Culture Club,non_hits,Playlist track,GBAAA8300002,no Hit
836,Think of Laura,Christopher Cross,Another Page,non_hits,Playlist track,USWB19903177,no Hit
837,Time Will Reveal,DeBarge,In A Special Way,non_hits,Playlist track,USMO18382660,no Hit
838,Wrapped Around Your Finger,The Police,Synchronicity (Remastered 2003),non_hits,Playlist track,GBAAM0201112,no Hit
839,Pink Houses,John Mellencamp,Uh-HUH!,non_hits,Playlist track,USJM18300001,no Hit
840,Head Over Heels,The Go-Go's,Greatest,non_hits,Playlist track,USIR38400005,no Hit
841,The Longest Time,Billy Joel,An Innocent Man,non_hits,Playlist track,USSM18300273,no Hit
842,Tonight,Kool & The Gang,In The Heart,non_hits,Playlist track,USIR20201034,no Hit
843,"Dancing In the Sheets - From ""Footloose"" Soundtrack",Shalamar,Footloose (15th Anniversary Collectors' Edition),non_hits,Playlist track,USSM19803323,no Hit
844,Undercover Of The Night - Remastered,The Rolling Stones,Undercover,non_hits,Playlist track,GBCJN8300001,no Hit
845,On the Dark Side,John Cafferty & the Beaver Brown Band,Eddie and The Cruisers: The Unreleased Tapes,non_hits,Playlist track,USVR10400585,no Hit
846,Major Tom,Peter Schilling,Major Tom,non_hits,Playlist track,DEK890500100,no Hit
847,Magic - 2017 Remaster,The Cars,Heartbeat City (Expanded Edition),non_hits,Playlist track,USEE11700316,no Hit
848,When You Close Your Eyes,Night Ranger,Rock In Japan: Greatest Hits Live,non_hits,Playlist track,USA560627589,no Hit
849,Rock Me Tonite,Billy Squier,Signs Of Life,non_hits,Playlist track,USCA28700492,no Hit
850,Solid,Ashford & Simpson,Solid,non_hits,Playlist track,USCA28700651,no Hit
851,Angel,Madonna,Like a Virgin (Reissue),non_hits,Playlist track,USWB10002747,no Hit
852,I'm On Fire,Bruce Springsteen,Born In The U.S.A.,non_hits,Playlist track,USSM18400411,no Hit
853,Method of Modern Love,Daryl Hall & John Oates,Big Bam Boom (Expanded Edition),non_hits,Playlist track,USRC10301822,no Hit
854,Lay Your Hands On Me,Thompson Twins,The Best of Thompson Twins Greatest Mixes,non_hits,Playlist track,GBARL8400086,no Hit
855,Who's Holding Donna Now?,DeBarge,Rhythm Of The Night,non_hits,Playlist track,USMO18582645,no Hit
856,Lonely Ol' Night,John Mellencamp,Scarecrow,non_hits,Playlist track,USJM18500004,no Hit
857,What About Love?,Heart,Heart,non_hits,Playlist track,USCA28500012,no Hit
858,Fresh,Kool & The Gang,Emergency (Reissue),non_hits,Playlist track,USUMG0000175,no Hit
859,Do What You Do,Jermaine Jackson,Essential - 80's Love,non_hits,Playlist track,USAR18400179,no Hit
860,Born in the U.S.A.,Bruce Springsteen,Born In The U.S.A.,non_hits,Playlist track,USSM18400406,no Hit
861,Private Dancer - 2015 Remaster,Tina Turner,Private Dancer (30th Anniversary Issue),non_hits,Playlist track,GBAYE1401509,no Hit
862,Who's Zoomin' Who?,Aretha Franklin,Who's Zoomin' Who? (Expanded Edition),non_hits,Playlist track,USAR10001158,no Hit
863,Penny Lover,Lionel Richie,Can't Slow Down,non_hits,Playlist track,USMO18390014,no Hit
864,All She Wants To Do Is Dance,Don Henley,Building The Perfect Beast,non_hits,Playlist track,USGF18502607,no Hit
865,Dress You Up,Madonna,Like a Virgin (Reissue),non_hits,Playlist track,USWB10002750,no Hit
866,Sentimental Street,Night Ranger,Greatest Hits: Night Ranger,non_hits,Playlist track,USMC18518029,no Hit
867,Sugar Walls,Sheena Easton,A Private Heaven [Bonus Tracks Version],non_hits,Playlist track,GBAYE8400198,no Hit
868,Get Here,Oleta Adams,Circle Of One,non_hits,Playlist track,GBF089090003,no Hit
869,Round and Round,Tevin Campbell,"The New Jack Swing Collection, Vol. 4",non_hits,Playlist track,FR2X41408972,no Hit
870,Silent Lucidity - Remastered 2003,Queensrÿche,Empire - 20th Anniversary Edition,non_hits,Playlist track,USEM30200450,no Hit
871,Real Real Real,Jesus Jones,Doubt,non_hits,Playlist track,GBAYE9000197,no Hit
872,Everybody Plays The Fool,Aaron Neville,Warm Your Heart,non_hits,Playlist track,USAM19100979,no Hit
873,Disappear,INXS,X (Remastered),non_hits,Playlist track,GBAMX9000004,no Hit
874,Groove Is in the Heart,Deee-Lite,Rhino Hi-Five: Deee-Lite,non_hits,Playlist track,USEE19687204,no Hit
875,The One And Only,Chesney Hawkes,Buddy's Song,non_hits,Playlist track,GBAYK9100001,no Hit
876,O.P.P,Naughty By Nature,Naughty By Nature,non_hits,Playlist track,USTB10250000,no Hit
877,Freedom! '90 - Remastered,George Michael,Listen Without Prejudice / MTV Unplugged (Deluxe),non_hits,Playlist track,GBARL1501373,no Hit
878,Do You Want Me,Salt-N-Pepa,Blacks' Magic,non_hits,Playlist track,GBAMY9000705,no Hit
879,The Motown Song (with The Temptations),Rod Stewart,Vagabond Heart (Expanded Edition),non_hits,Playlist track,USWB10807932,no Hit
880,Don't Let Me Be Misunderstood,Santa Esmeralda,Kill Bill Vol. 1 Original Soundtrack (PA Version),non_hits,Playlist track,USRHD0530704,no Hit
881,Running on Empty,Jackson Browne,The Next Voice You Hear - The Best Of Jackson Browne,non_hits,Playlist track,USEE17700001,no Hit
882,"Whenever I Call You ""Friend"" (feat. Stevie Nicks)",Kenny Loggins,Nightwatch,non_hits,Playlist track,USSM17800139,no Hit
883,Fool (If You Think It's Over),Chris Rea,New Light Through Old Windows,non_hits,Playlist track,USEE19900864,no Hit
884,Get Off,Foxy,I Love My Disco Hits,non_hits,Playlist track,USGZ20601000,no Hit
885,Sweet Talking Woman - Live,ELO,One Night in Australia - Live,non_hits,Playlist track,DEH980510130,no Hit
886,Life's Been Good,Joe Walsh,Ultimate 70s Rock Legends,non_hits,Playlist track,USEE10250860,no Hit
887,It's so Easy,Linda Ronstadt,Simple Dreams,non_hits,Playlist track,USEA20100032,no Hit
888,Flashlight,Parliament,Can't Hardly Wait,non_hits,Playlist track,USEE10900656,no Hit
889,Don't Look Back,Boston,Greatest Hits,non_hits,Playlist track,USSM17800076,no Hit
890,Turn to Stone,Electric Light Orchestra,Out of the Blue,non_hits,Playlist track,USSM17800576,no Hit
891,The Name Of The Game,ABBA,The Album,non_hits,Playlist track,SEAYD7702040,no Hit
892,We're All Alone,Rita Coolidge,Anytime... Anywhere,non_hits,Playlist track,USAM17700071,no Hit
893,Hollywood Nights,Bob Seger,Stranger In Town,non_hits,Playlist track,USCA28600268,no Hit
894,Deacon Blues,Steely Dan,Aja,non_hits,Playlist track,USMC17647231,no Hit
895,Big Love - 2017 Remaster,Fleetwood Mac,Tango In the Night (Deluxe Edition),non_hits,Playlist track,USRH11602187,no Hit
896,Midnight Blue,Lou Gramm,Ready Or Not,non_hits,Playlist track,USAT20103592,no Hit
897,Something So Strong,Crowded House,Crowded House,non_hits,Playlist track,USCA28700545,no Hit
898,Heat Of The Night,Bryan Adams,Into The Fire,non_hits,Playlist track,USAM18790011,no Hit
899,Brilliant Disguise,Bruce Springsteen,Tunnel Of Love,non_hits,Playlist track,USSM18700367,no Hit
900,Just To See Her,Smokey Robinson,One Heartbeat,non_hits,Playlist track,USMO18700900,no Hit
901,Respect Yourself,Bruce Willis,The Return Of Bruno,non_hits,Playlist track,USMO18682640,no Hit
902,Victory,Kool & The Gang,Forever,non_hits,Playlist track,USPR38605200,no Hit
903,Don't Get Me Wrong - 2007 Remaster,Pretenders,Get Close (2007 Remaster),non_hits,Playlist track,GBAHT0700200,no Hit
904,Doing It All For My Baby,Huey Lewis & The News,Fore!,non_hits,Playlist track,USCH38600007,no Hit
905,Right On Track,Breakfast Club,Breakfast Club,non_hits,Playlist track,USMC18721208,no Hit
906,Ballerina Girl,Lionel Richie,Dancing On The Ceiling (Expanded Edition),non_hits,Playlist track,USMO18582777,no Hit
907,"Meet Me Half Way - From ""Over The Top"" Soundtrack",Kenny Loggins,Original Motion Picture Soundtrack OVER THE TOP,non_hits,Playlist track,USSM18700083,no Hit
908,I've Been In Love Before,Cutting Crew,Broadcast,non_hits,Playlist track,GBAAA8600047,no Hit
909,(You Gotta ) Fight For Your Right (To Party),Beastie Boys,Beastie Boys Music,non_hits,Playlist track,USDJ28600007,no Hit
910,Love You Down,Ready For The World,Back To Back,non_hits,Playlist track,USMC18621668,no Hit
911,How Do You Talk To An Angel?,The Heights,The Heights,non_hits,Playlist track,USCA29200234,no Hit
912,Rebirth Of Slick (Cool Like Dat),Digable Planets,Reachin' (A New Refutation Of Time And Space),non_hits,Playlist track,USEM39300099,no Hit
913,"What Is Love - 7"" Mix",Haddaway,What Is Love (Remixes),non_hits,Playlist track,DEA410500401,no Hit
914,To Love Somebody,Michael Bolton,Michael Bolton,non_hits,Playlist track,USSM19200019,no Hit
915,"Give It Up, Turn It Loose",En Vogue,Funky Divas,non_hits,Playlist track,USEW19900117,no Hit
916,Alright (feat. Super Cat),Kris Kross,Da Bomb,non_hits,Playlist track,USSM19100341,no Hit
917,Check Yo Self - Remix,Ice Cube,Bootlegs And B-Sides,non_hits,Playlist track,USPO19450014,no Hit
918,Faithful,Go West,Indian Summer,non_hits,Playlist track,GBAYK9200057,no Hit
919,(Find A) Reason To Believe,Rod Stewart,Every Picture Tells A Story,non_hits,Playlist track,USPR37110021,no Hit
920,Break It Down Again,Tears For Fears,Elemental,non_hits,Playlist track,GBF089390003,no Hit
921,Livin' On The Edge,Aerosmith,Get A Grip,non_hits,Playlist track,USIR10000445,no Hit
922,Hey Jealousy,Gin Blossoms,New Miserable Experience,non_hits,Playlist track,USAM19201246,no Hit
923,One Woman,Jade,Soul Selection 90s,non_hits,Playlist track,USWB10104211,no Hit
924,Can't Get Enough of Your Love,Taylor Dayne,Soul Dancing (Expanded Edition),non_hits,Playlist track,USAR19300010,no Hit
925,Two Steps Behind - Acoustic,Def Leppard,Adrenalize (Deluxe),non_hits,Playlist track,GBUM70905166,no Hit
926,Take This Heart,Richard Marx,Greatest Hits,non_hits,Playlist track,USCA29100014,no Hit
927,When I Look Into Your Eyes,Firehouse,Hold Your Fire,non_hits,Playlist track,USSM19918738,no Hit
928,I Wanna Love You,Jade,Jade To The Max,non_hits,Playlist track,USWB10104204,no Hit
929,Uhh Ahh,Boyz II Men,Cooleyhighharmony - Expanded Edition,non_hits,Playlist track,USMO19190020,no Hit
930,Real Love,Mary J. Blige,What's The 411?,non_hits,Playlist track,USMC19238482,no Hit
931,Justified & Ancient,The KLF,Solid State Logik 1,non_hits,Playlist track,GBCEL2000619,no Hit
932,That's What Love Is For,Amy Grant,Heart In Motion,non_hits,Playlist track,USSP30765181,no Hit
933,Keep Coming Back,Richard Marx,Rush Street,non_hits,Playlist track,USCA29100004,no Hit
934,Free Your Mind,En Vogue,R'n'B Party,non_hits,Playlist track,USEE10801441,no Hit
935,Keep It Comin',Keith Sweat,Keep It Comin',non_hits,Playlist track,USEE10000042,no Hit
936,Just Take My Heart - 2021 Remastered,Mr. Big,Lean Into It (30th Anniversary Edition),non_hits,Playlist track,HKG292100090,no Hit
937,I Will Remember You,Amy Grant,Heart In Motion,non_hits,Playlist track,USSP30765186,no Hit
938,We Got A Love Thang,CeCe Peniston,Finally,non_hits,Playlist track,USAM19200006,no Hit
939,Let's Get Rocked,Def Leppard,Adrenalize (Deluxe),non_hits,Playlist track,GBF089200609,no Hit
940,They Want EFX,Das EFX,Hip Hop Selection,non_hits,Playlist track,FR8GV1838530,no Hit
941,I Can't Make You Love Me,Bonnie Raitt,Luck Of The Draw,non_hits,Playlist track,USCA29100113,no Hit
942,Sleeping Bag,ZZ Top,Afterburner,non_hits,Playlist track,USWB10902088,no Hit
943,Tonight She Comes - 2017 Remaster,The Cars,Heartbeat City (Expanded Edition),non_hits,Playlist track,USEE11700330,no Hit
944,"Love Touch (Theme from ""Legal Eagles"")",Rod Stewart,Hooked on Hits - At the Movies,non_hits,Playlist track,USWB10807935,no Hit
945,A Love Bizarre,Sheila E.,Romance 1600,non_hits,Playlist track,USWB10200852,no Hit
946,Nikita,Elton John,Ice On Fire,non_hits,Playlist track,GBAMS8500203,no Hit
947,Take Me Home - 2016 Remaster,Phil Collins,No Jacket Required (2016 Remaster),non_hits,Playlist track,USRH11600252,no Hit
948,Walk This Way,Run–D.M.C.,Keep Calm and... Forget About Hipsters,non_hits,Playlist track,USAR19600256,no Hit
949,Sweet Love,Anita Baker,Soul Classics,non_hits,Playlist track,USAT20804278,no Hit
950,Your Wildest Dreams,The Moody Blues,The Other Side Of Life,non_hits,Playlist track,USPR38600040,no Hit
951,Spies Like Us - 2022 Remaster,Paul McCartney,The 7” Singles,non_hits,Playlist track,GBCCS2200030,no Hit
952,Dreamtime,Daryl Hall,Three Hearts In The Happy Ending Machine,non_hits,Playlist track,USRC18607930,no Hit
953,Tender Love,Force M.D.'s,Chillin',non_hits,Playlist track,USTB10300127,no Hit
954,King for a Day,Thompson Twins,Here's To Future Days,non_hits,Playlist track,GBARK8500009,no Hit
955,"Love Will Conquer All - 12"" Version",Lionel Richie,Dancing On The Ceiling (Expanded Edition),non_hits,Playlist track,USMO10300201,no Hit
956,A Different Corner,George Michael,The Final,non_hits,Playlist track,GBBBM8600001,no Hit
957,Go Home,Stevie Wonder,In Square Circle,non_hits,Playlist track,USMO18500539,no Hit
958,Don't Bring Me Down,Electric Light Orchestra,Discovery,non_hits,Playlist track,USSM10015734,no Hit
959,Promises,Eric Clapton,Backless,non_hits,Playlist track,NLF057890045,no Hit
960,How Much I Feel,Ambrosia,How Much I Feel / Ready for Camarillo,non_hits,Playlist track,USWB10902994,no Hit
961,Suspicions,Eddie Rabbitt,All Time Greatest Hits,non_hits,Playlist track,USWB19900956,no Hit
962,How You Gonna See Me Now,Alice Cooper,From the Inside,non_hits,Playlist track,USWB10107647,no Hit
963,Double Vision,Foreigner,Double Vision (Expanded),non_hits,Playlist track,USAT20803023,no Hit
964,Every Time I Think of You,The Babys,Head First,non_hits,Playlist track,GBAYK7900105,no Hit
965,Don't Stop 'Til You Get Enough,Michael Jackson,Off the Wall,non_hits,Playlist track,USSM17900816,no Hit
966,Somewhere In The Night,Barry Manilow,The Greatest Songs Of The Seventies,non_hits,Playlist track,USAR10700447,no Hit
967,We've Got Tonight,Bob Seger,Stranger In Town,non_hits,Playlist track,USCA28600274,no Hit
968,Dance the Night Away - 2015 Remaster,Van Halen,Van Halen II (Remastered),non_hits,Playlist track,USWB11500819,no Hit
969,The Boss,Diana Ross,(A) Funky Collection,non_hits,Playlist track,USMO17984678,no Hit
970,Sail On,Commodores,All The Great Love Songs,non_hits,Playlist track,USMO17900483,no Hit
971,Strange Way,Firefall,Alive In America,non_hits,Playlist track,FR6V81160918,no Hit
972,Something - Remastered 2009,The Beatles,Abbey Road (Remastered),non_hits,Playlist track,GBAYE0601691,no Hit
973,Come Together - Remastered 2009,The Beatles,Abbey Road (Remastered),non_hits,Playlist track,GBAYE0601690,no Hit
974,I'm Gonna Make You Love Me,Diana Ross & The Supremes,Diana Ross & The Supremes Join The Temptations,non_hits,Playlist track,USMO16882602,no Hit
975,I Heard It Through The Grapevine,Marvin Gaye,In The Groove,non_hits,Playlist track,USMO19582697,no Hit
976,Love Me Tonight,Tom Jones,Throwback Summer Essentials,non_hits,Playlist track,GBF076920040,no Hit
977,My Whole World Ended (The Moment You Left Me),David Ruffin,My Whole World Ended,non_hits,Playlist track,USMO16984733,no Hit
978,Soul Deep,The Box Tops,Dimensions,non_hits,Playlist track,USAR16900103,no Hit
979,Hooked on a Feeling - Rerecorded,B.J. Thomas,B.J. Thomas,non_hits,Playlist track,USAFM0900759,no Hit
980,Here I Am (Just When I Thought I Was Over You),Air Supply,The One That You Love,non_hits,Playlist track,USAR18100002,no Hit
981,I Keep Forgettin' (Every Time You're Near),Michael McDonald,If That's What It Takes,non_hits,Playlist track,USWB19903128,no Hit
982,Get Down On It - Single Version,Kool & The Gang,The Very Best Of Kool & The Gang (Reissue),non_hits,Playlist track,USPR38100044,no Hit
983,Any Day Now,Ronnie Milsap,Inside,non_hits,Playlist track,USRN11400364,no Hit
984,Make A Move On Me - Remastered 2021,Olivia Newton-John,Physical (Deluxe Edition),non_hits,Playlist track,US86A2100403,no Hit
985,Mirror Mirror,Diana Ross,Why Do Fools Fall in Love,non_hits,Playlist track,GBAYE8100298,no Hit
986,Vacation,The Go-Go's,Vacation,non_hits,Playlist track,USAM18204326,no Hit
987,(Oh) Pretty Woman - 2015 Remaster,Van Halen,Diver Down (Remastered),non_hits,Playlist track,USWB11500521,no Hit
988,Should I Do It,The Pointer Sisters,Black & White (Expanded Edition),non_hits,Playlist track,USRC18101750,no Hit
989,Hot In The City,Billy Idol,Billy Idol,non_hits,Playlist track,USCH38400019,no Hit
990,Kids In America,Kim Wilde,Kim Wilde,non_hits,Playlist track,GBAYE8100054,no Hit
991,Man On Your Mind - Remastered 2010,Little River Band,Time Exposure (Remastered 2010),non_hits,Playlist track,USCA21001419,no Hit
992,Waiting On A Friend - Remastered 2009,The Rolling Stones,Pop Rock For Kids,non_hits,Playlist track,GBUM70909484,no Hit
993,Do I Do,Stevie Wonder,The Definitive Collection,non_hits,Playlist track,USMO10200880,no Hit
994,Working for the Weekend,Loverboy,Get Lucky,non_hits,Playlist track,CAC228100002,no Hit
995,Arthur's Theme (Best That You Can Do),Christopher Cross,Arthur - The Album [Original Soundtrack],non_hits,Playlist track,USWB10800109,no Hit
996,Through The Years,Kenny Rogers,The Best Of Kenny Rogers: Through The Years,non_hits,Playlist track,USCN10500370,no Hit
997,Edge of Seventeen,Stevie Nicks,Crystal Visions...The Very Best of Stevie Nicks,non_hits,Playlist track,USAT28300037,no Hit
998,Un-Break My Heart,Toni Braxton,Secrets,non_hits,Playlist track,USLF29600015,no Hit
999,You Remind Me of Something,R. Kelly,R. Kelly,non_hits,Playlist track,GBAHK9500180,no Hit
1000,Runaway,Janet Jackson,Design Of A Decade 1986/1996,non_hits,Playlist track,USAM19500810,no Hit
1001,Hit Me Off,New Edition,Home Again,non_hits,Playlist track,USMC19443691,no Hit
1002,No One Else (feat. Da Brat),Total,Total,non_hits,Playlist track,USBB40581128,no Hit
1003,Get Money,Junior M.A.F.I.A.,Conspiracy,non_hits,Playlist track,USAT20201898,no Hit
1004,That Girl,Maxi Priest,Man With The Fun,non_hits,Playlist track,USVI29600012,no Hit
1005,Until It Sleeps,Metallica,Load,non_hits,Playlist track,GBAMC9600001,no Hit
1006,Beautiful Life,Ace of Base,The Bridge,non_hits,Playlist track,SEVJH0803501,no Hit
1007,Back for Good - Radio Mix,Take That,Nobody Else (Expanded Edition),non_hits,Playlist track,GBARL9500020,no Hit
1008,Soon as I Get Home,Faith Evans,Faith,non_hits,Playlist track,USBB40580611,no Hit
1009,Only Wanna Be with You,Hootie & The Blowfish,Get Along - Country Feel Good,non_hits,Playlist track,USAT29400023,no Hit
1010,No Time,Lil' Kim,Hard Core,non_hits,Playlist track,USAT20901990,no Hit
1011,Naked Eye,Luscious Jackson,Fever In Fever Out,non_hits,Playlist track,USCA29600125,no Hit
1012,I Shot The Sheriff,Warren G,Take A Look Over Your Shoulder (Reality),non_hits,Playlist track,USRL19700007,no Hit
1013,You Should Be Mine (Don't Waste Your Time),Brian McKnight,Anytime,non_hits,Playlist track,USMR19787213,no Hit
1014,Don't Cry for Me Argentina,Madonna,Evita: The Complete Motion Picture Music Soundtrack,non_hits,Playlist track,USWB19600674,no Hit
1015,Someone (feat. Puff Daddy),SWV,Release Some Tension,non_hits,Playlist track,USRC19706025,no Hit
1016,Go the Distance,Michael Bolton,All That Matters,non_hits,Playlist track,USSM10411310,no Hit
1017,Coco Jamboo,Mr. President,We See The Same Sun,non_hits,Playlist track,DEBS80500020,no Hit
1018,Twisted,Keith Sweat,Keith Sweat,non_hits,Playlist track,USEE19694711,no Hit
1019,You Must Love Me,Madonna,Evita: The Complete Motion Picture Music Soundtrack,non_hits,Playlist track,USWB19600680,no Hit
1020,Let It Go,Ray J,R&B Classics,non_hits,Playlist track,USEW19601702,no Hit
1021,Heartbreaker,Dionne Warwick,Heartbreaker,non_hits,Playlist track,USAR18200009,no Hit
1022,Faithfully,Journey,Greatest Hits,non_hits,Playlist track,USSM19932791,no Hit
1023,Steppin' Out,Joe Jackson,Night And Day,non_hits,Playlist track,GBAAM8200001,no Hit
1024,(She's) Sexy and 17,Stray Cats,Rant 'N' Rave With The Stray Cats,non_hits,Playlist track,GBARK8300047,no Hit
1025,Dead Giveaway,Shalamar,The Look,non_hits,Playlist track,GBAJE8300163,no Hit
1026,Lawyers in Love,Jackson Browne,Lawyers in Love,non_hits,Playlist track,USEE10170192,no Hit
1027,What About Me?,Moving Pictures,Days of Innocence,non_hits,Playlist track,AUBM08246101,no Hit
1028,Human Nature,Michael Jackson,Thriller 25 Super Deluxe Edition,non_hits,Playlist track,USSM19902992,no Hit
1029,Photograph,Def Leppard,Pyromania,non_hits,Playlist track,GBF088300067,no Hit
1030,Pass The Dutchie,Musical Youth,Anthology,non_hits,Playlist track,GBBBY0300024,no Hit
1031,True - Single Edit,Spandau Ballet,True - The Digital E.P.,non_hits,Playlist track,GBAYK8300004,no Hit
1032,I've Got a Rock 'N' Roll Heart,Eric Clapton,Money and Cigarettes (2007 Remaster),non_hits,Playlist track,USWB18300029,no Hit
1033,Tonight I Celebrate My Love,Peabo Bryson,Born To Love,non_hits,Playlist track,USCA28300012,no Hit
1034,You Got Lucky,Tom Petty and the Heartbreakers,Long After Dark,non_hits,Playlist track,USMC18241697,no Hit
1035,Breaking Us In Two,Joe Jackson,Night And Day,non_hits,Playlist track,GBAAM8200003,no Hit
1036,Fall in Love with Me,"Earth, Wind & Fire",Powerlight,non_hits,Playlist track,USSM10023896,no Hit
1037,"Baby, I Need Your Lovin'",Johnny Rivers,Rewind,non_hits,Playlist track,USEM38700099,no Hit
1038,You're All I Need To Get By,Marvin Gaye,Motown The Musical Originals - 14 Classic Songs That Inspired The Broadway Show!,non_hits,Playlist track,USMO19582695,no Hit
1039,Do You Know the Way to San Jose - 2013 Remaster,Dionne Warwick,Playlist: The Best of Dionne Warwick,non_hits,Playlist track,USRH11506314,no Hit
1040,The Mighty Quinn,Manfred Mann,'60s Pop Number 1's,non_hits,Playlist track,GBF080080379,no Hit
1041,I Say a Little Prayer,Aretha Franklin,Aretha Now,non_hits,Playlist track,USAT20801207,no Hit
1042,Think,Aretha Franklin,Aretha Now,non_hits,Playlist track,USAT20801206,no Hit
1043,Sealed With A Kiss - Remastered,Gary Lewis & The Playboys,Now!,non_hits,Playlist track,USEM39000283,no Hit
1044,Piece of My Heart,Big Brother & The Holding Company,Cheap Thrills,non_hits,Playlist track,USSM16800982,no Hit
1045,"Hold Me, Thrill Me, Kiss Me, Kill Me - From 'Batman Forever'",U2,The Best Of 1990-2000,non_hits,Playlist track,GBAAN0201228,no Hit
1046,Good,Better Than Ezra,Deluxe,non_hits,Playlist track,USEE10001294,no Hit
1047,Turn the Beat Around,Gloria Estefan,"Hold Me, Thrill Me, Kiss Me",non_hits,Playlist track,USSM19400324,no Hit
1048,1st of Tha Month,Bone Thugs-N-Harmony,E. 1999 Eternal,non_hits,Playlist track,US23S9528112,no Hit
1049,I Live My Life for You,Firehouse,Good Acoustics,non_hits,Playlist track,USSM19602675,no Hit
1050,Cotton Eye Joe,Rednex,Sex & Violins,non_hits,Playlist track,DEA319600881,no Hit
1051,Thank You,Boyz II Men,II,non_hits,Playlist track,USMO19400353,no Hit
1052,I'll Stand by You - 2006 Remaster,Pretenders,Pirate Radio,non_hits,Playlist track,GBAHT0600127,no Hit
1053,Best Friend,Brandy,Brandy,non_hits,Playlist track,USAT20901759,no Hit
1054,Misery,Soul Asylum,Let Your Dim Light Shine,non_hits,Playlist track,USSM19504722,no Hit
1055,Can't Stop Lovin' You,Van Halen,Balance,non_hits,Playlist track,USWB19400238,no Hit
1056,It's Now Or Never,John Schneider,Now Or Never,non_hits,Playlist track,USVR10500119,no Hit
1057,Treat Me Right,Pat Benatar,Crimes Of Passion,non_hits,Playlist track,USCH38400008,no Hit
1058,What Kind of Fool (feat. Barry Gibb),Barbra Streisand,Guilty,non_hits,Playlist track,USSM10209148,no Hit
1059,Watching The Wheels - Remastered 2010,John Lennon,Double Fantasy: Stripped Down,non_hits,Playlist track,USTO11000022,no Hit
1060,Tell It Like It Is,Heart,Greatest Hits / Live,non_hits,Playlist track,USSM18000256,no Hit
1061,Smoky Mountain Rain,Ronnie Milsap,The Best Of Ronnie Milsap,non_hits,Playlist track,USRN18000001,no Hit
1062,I Made It Through the Rain,Barry Manilow,Barry,non_hits,Playlist track,USAR18000143,no Hit
1063,You've Lost That Lovin' Feeling,Daryl Hall & John Oates,Voices,non_hits,Playlist track,USRC10301827,no Hit
1064,Suddenly (feat. Cliff Richard) - From the Movie 'Xanadu',Olivia Newton-John,Two's Company - The Duets,non_hits,Playlist track,USMC18010385,no Hit
1065,For Your Eyes Only,Sheena Easton,You Could Have Been With Me [Bonus Tracks Version],non_hits,Playlist track,USMG28100001,no Hit
